word,cluster_label,stopword_type,reason
ดอกไม้,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),สัญลักษณ์เชิงนามธรรมในวัฒนธรรม มักใช้สื่อความงามหรือจิตวิญญาณ
สีน้ำเงิน,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),สีที่มีความหมายเชิงสัญลักษณ์ (เช่น ความสงบ ความลึกลับ) ไม่ใช่คำเฉพาะด้าน
พรหมาสตร์,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),แม้เป็นชื่อท่ารำ แต่ใช้เฉพาะในบางบริบทและไม่พบบ่อยทั่วไป จึงไม่จัดเป็น overuse
การละเล่นพื้นเมือง,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),เป็นคำรวมที่ใช้บ่อยในโดเมนวัฒนธรรม ไม่ช่วยในการจำแนกเฉพาะ
นางสวาหะ,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ตัวละครในวรรณคดีที่ปรากฏบ่อยในงานแสดง จึงเป็นคำเฉพาะที่เกิด overuse
ลายเส้น,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ศัพท์ที่ใช้บ่อยในงานศิลปะไทย ทั้งภาพวาดและการเคลื่อนไหว ทำให้ขาดความเฉพาะ
บรรพบุรุษ,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้เรียกผู้คนในอดีต ไม่เฉพาะเจาะจงด้านศิลปะ
พวงมาลัย,0,คำที่มีความหมายกว้าง (Umbrella Terms),วัตถุทั่วไปที่ใช้ในหลายบริบท ไม่เฉพาะเจาะจงต่อการแสดง
แปลงกาย,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรมเกี่ยวกับการเปลี่ยนรูปลักษณ์หรืออัตลักษณ์
ฤดูฝน,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แม้เป็นช่วงเวลา แต่ในที่นี้อาจสื่อถึงอารมณ์หรือบรรยากาศในงานศิลปะ
เทพนิยาย,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำที่ใช้บ่อยในบริบทศิลปวัฒนธรรมไทย จนไม่ช่วยในการจำแนกเฉพาะ
วันทอง,0,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),ชื่อตัวละครที่ซ้ำซ้อนกับแนวคิดในนิทาน/ละครเวที ซึ่งอาจถูกแทนด้วยคำอื่นได้
แว่นแก้วสุรกานต์,1,คำที่มีความหมายกว้าง (Umbrella Terms),ชื่อเฉพาะบุคคลที่อาจใช้เป็นตัวแทนทั่วไปโดยไม่ชี้เฉพาะ
ความห่วงใย,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงอารมณ์หรือคุณค่าทางจิตใจ
ผูกพัน,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),ความรู้สึกเชิงนามธรรมที่มักใช้ประเมินความสัมพันธ์
เอกลักษณ์,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำที่ใช้บ่อยมากในบริบทวัฒนธรรมและศิลปะจนสูญเสียความเฉพาะ
เขาไกลลาศ,1,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),ชื่อสถานที่หรือตัวละครที่มีความหมายทับซ้อนกับแนวคิดในละคร
กาญจนบุรี,2,คำที่มีความหมายกว้าง (Umbrella Terms),สถานที่ทั่วไปที่ไม่ชี้เฉพาะด้านศิลปะ
ไทยอมรินทร์,2,คำที่มีความหมายกว้าง (Umbrella Terms),ชื่อเฉพาะที่อาจใช้แทนหลายสิ่งได้
โดดเด่น,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำประเมินค่าที่แสดงความเหนือกว่า
อุปราช,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ตำแหน่งในบทละครที่พบบ่อยจนไม่ช่วยในการแยกแยะ
โอรส,2,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),"พ้องความหมายกับคำว่า ""บุตร"" หรือ ""ทายาท"" ที่ใช้ซ้ำในบริบทเดียวกัน"
ภาคเหนือ,3,คำที่มีความหมายกว้าง (Umbrella Terms),ภูมิภาคทั่วไป ไม่เฉพาะเจาะจงต่อองค์ประกอบศิลปะ
เพลงคืนเดือนหงาย,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),ชื่อเพลงที่สื่อถึงอารมณ์หรือบรรยากาศมากกว่าเนื้อหา
นาฏศิลป์,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำหลักในโดเมนนี้ พบบ่อยจนไม่ช่วยในการจำแนก
นาฏศิลป์อินเดีย,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ขยายจากคำเดิม แต่ยังอยู่ในกลุ่มคำที่ใช้บ่อยในบริบทนี้
ดอกไม้เงิน,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),พ้องความหมายกับสัญลักษณ์ในเครื่องแต่งกายหรืออุปกรณ์แสดงที่อาจใช้แทนกันได้
ที่รัก,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำเรียกขานทั่วไป ไม่เฉพาะเจาะจง
บุตรชาย,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปในบริบทครอบครัว สื่อถึงบทบาททั่วไป
ความเชื่อ,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรมเกี่ยวกับค่านิยมหรือศรัทธา
ศิลปินแห่งชาติ,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะในบริบทศิลปวัฒนธรรมไทยที่ใช้บ่อยจนกลายเป็นคำซ้ำซาก
เจ้าพระยา,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำในบริบทประวัติศาสตร์และศิลปวัฒนธรรมไทยที่พบบ่อย
ภาพจำหลัก,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำที่ใช้ในงานวิเคราะห์วัฒนธรรมบ่อยครั้ง ขาดความเฉพาะ
ผู้ครองนคร,0,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),พ้องความหมายกับคำนำหน้าทางชนชั้นหรือฐานันดรในบริบทประวัติศาสตร์
ไพร่พล,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่หมายถึงกลุ่มคนในสังคม ไม่เฉพาะเจาะจง
มารีศ,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ชื่อละครเวทีที่เป็นที่รู้จักในวงการนาฏศิลป์ไทย จัดเป็นคำเฉพาะที่ใช้บ่อย
กากนาสูร,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ชื่อตัวละครในนาฏศิลป์ไทยที่พบบ่อยในบริบทการแสดง
อารยธรรม,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำกว้างแต่ใช้บ่อยในบริบทศึกษาวัฒนธรรมไทย
วังหน้า,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),สถานที่ในบริบทประวัติศาสตร์ศิลปะไทยที่ปรากฏบ่อย
เล่นน้ำ,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),กิจกรรมที่เชื่อมโยงกับพิธีกรรมหรือการแสดงพื้นบ้านบ่อยครั้ง
ฤดูกาล,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้ในหลายบริบท ไม่เฉพาะด้านศิลปวัฒนธรรม
หลบหนี,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงพฤติกรรมหรือเจตนาเชิงนามธรรม
โปรตุเกส,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),ชื่อประเทศที่อาจปรากฏในบริบทประวัติศาสตร์วัฒนธรรม แต่ไม่เฉพาะเจาะจงโดเมนการแสดง
สภาพอากาศ,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามธรรมทั่วไป ใช้ในหลายบริบท ไม่เฉพาะเจาะจง
หายตัว,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงลักษณะทางกายภาพหรือเทคนิคการแสดงที่ไม่ชัดเจนในเชิงนามธรรม แต่ไม่สื่อคุณค่าหรือความรู้สึกโดยตรง จึงไม่เข้าข่าย
ประเพณี,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำสำคัญพื้นฐานในบริบทศิลปวัฒนธรรมไทย พบบ่อยจนไม่ช่วยในการแยกความหมายเฉพาะ
บูชาครู,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),พิธีกรรมเฉพาะในวงการนาฏศิลป์ไทย แต่ใช้ถี่จนกลายเป็นคำซ้ำซากในโดเมน
เจ้าเงาะ,0,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),ชื่อตัวละครในมโนราห์ ซ้ำกับแนวคิดการแสดงพื้นบ้านภาคใต้ที่ครอบโดยคำอื่นในกลุ่ม เช่น ประเพณี จึงซ้ำซ้อนในเชิงเนื้อหา
ภาคใต้,3,คำที่มีความหมายกว้าง (Umbrella Terms),ภูมิศาสตร์ทั่วไป ใช้เป็นหมวดหมู่ย่อยของภูมิภาค ไม่เฉพาะเจาะจง
แม่น้ำ,3,คำที่มีความหมายกว้าง (Umbrella Terms),องค์ประกอบทางกายภาพทั่วไป ไม่เกี่ยวข้องโดยตรงกับแก่นศิลปะ
สืบทอด,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงแนวคิดด้านคุณค่าทางวัฒนธรรม ความต่อเนื่อง
ความกตัญญู,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรมด้านจริยธรรมและคุณค่า
แรงบันดาลใจ,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรมที่แสดงที่มาของความคิดสร้างสรรค์
กรมศิลปากร,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),หน่วยงานรัฐที่เกี่ยวข้องกับศิลปวัฒนธรรมโดยตรง พบบ่อยในข้อมูลทางการ จึงไม่ช่วยแยกความหมายเฉพาะ
การยุติ,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),"ความหมายใกล้เคียงกับ ""สิ้นสุด"" หรือ ""ปิดท้าย"" ซึ่งไม่เฉพาะเจาะจงและซ้ำซ้อนกับแนวคิดทั่วไป"
ขั้นพื้นฐาน,1,คำที่มีความหมายกว้าง (Umbrella Terms),บ่งบอกระดับทั่วไป ไม่เฉพาะเจาะจงต่อศิลปะแขนงใด
ความรื่นเริง,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงอารมณ์หรือคุณค่าทางความรู้สึกในบริบทการแสดง
รจนา,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ชื่อท่ารำเฉพาะในนาฎศิลป์ไทย แต่เป็นคำเทคนิคที่ใช้บ่อยในโดเมนเดียวกันจนไม่ช่วยในการแยกกลุ่ม
นิลพาหุ,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ชื่อท่ารำหรือตัวละครในนาฏศิลป์ไทย จัดเป็นคำเฉพาะที่พบถี่ในโดเมน
เดินอากาศ,1,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),"เทคนิคการแสดงที่ใกล้เคียงกับ ""ลอยตัว"" หรือ ""หายตัว"" ซึ่งมีอยู่ในกลุ่มอื่นแล้ว จึงซ้ำซ้อนในเชิงเทคนิคการแสดง"
พระเจ้าชัยวรมัน,2,คำที่มีความหมายกว้าง (Umbrella Terms),บุคคลในประวัติศาสตร์ ใช้เป็นสัญลักษณ์ทั่วไปในศิลปะเขมร-ไทย ไม่เฉพาะเจาะจงต่อการแสดง
ผึ่งแดด,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),ท่ารำที่สื่อความหมายเชิงสัญลักษณ์ แต่ไม่สื่อคุณค่าหรืออารมณ์โดยตรง จึงไม่เข้าข่าย
ตัวพระ,0,คำที่มีความหมายกว้าง (Umbrella Terms),ใช้เรียกบุคคลทั่วไปในบริบทการแสดง ไม่เฉพาะเจาะจง
อาจารย์,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปสำหรับผู้ถ่ายทอดความรู้ ใช้ได้หลายบริบท
ศิลปะการแสดง,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน ใช้บ่อยจนไม่ช่วยในการจำแนก
การขึ้นลอย,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ลักษณะการเคลื่อนไหวเฉพาะในนาฏศิลป์ แต่พบบ่อยในโดเมน
ผู้มาเยือน,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปสำหรับบุคคลที่มาเยี่ยม ไม่เฉพาะเจาะจง
ความวิจิตร,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณค่าทางความงามและความประณีต
ความตระหนัก,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรมเกี่ยวกับจิตสำนึกหรือการรับรู้
ลอยกระทง,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),พิธีกรรมที่เกี่ยวข้องกับวัฒนธรรมไทยโดยตรง แต่พบบ่อยจนไม่ช่วยแยกความหมายเฉพาะ
ศีรษะ,2,คำที่มีความหมายกว้าง (Umbrella Terms),ส่วนประกอบร่างกายทั่วไป ใช้ได้หลายบริบท
ความสมบูรณ์,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณค่าหรือระดับคุณภาพ
โมโห,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงอารมณ์หรือความรู้สึก ไม่ใช่คำเฉพาะทาง
กาลสูร,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ตัวละครในละครเวทีไทยที่พบบ่อย จนกลายเป็นคำที่ใช้ซ้ำในโดเมน
วิรุญจำบัง,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ตัวละครจำเพาะในละคร แต่พบบ่อยเกินไปในบริบทนี้
จีนรัว,0,คำที่มีความหมายกว้าง (Umbrella Terms),ชื่อเฉพาะ ไม่ใช่คำกว้าง
แมนสรวง,0,คำที่มีความหมายกว้าง (Umbrella Terms),ชื่อเฉพาะ ไม่ใช่คำกว้าง
ผางประทีป,0,คำที่มีความหมายกว้าง (Umbrella Terms),ชื่อเฉพาะ ไม่ใช่คำกว้าง
จีนรัว,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),ไม่ใช่คำนามธรรมหรือประเมินค่า
แมนสรวง,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),ไม่ใช่คำนามธรรมหรือประเมินค่า
ผางประทีป,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),ไม่ใช่คำนามธรรมหรือประเมินค่า
จีนรัว,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ไม่ใช่คำทั่วไปในโดเมน
แมนสรวง,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ไม่ใช่คำทั่วไปในโดเมน
ผางประทีป,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ไม่ใช่คำทั่วไปในโดเมน
จีนรัว,0,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),ไม่มีคำพ้องในชุดข้อมูล
แมนสรวง,0,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),ไม่มีคำพ้องในชุดข้อมูล
ผางประทีป,0,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),ไม่มีคำพ้องในชุดข้อมูล
นานาชาติ,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้ในหลายบริบท ไม่เฉพาะเจาะจง
ฟองน้ำ,1,คำที่มีความหมายกว้าง (Umbrella Terms),วัตถุทั่วไป ไม่เกี่ยวข้องโดยตรงกับโดเมน
ความรัก,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรม แสดงความรู้สึก
ความเรียบง่าย,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คุณลักษณะเชิงนามธรรม ประเมินคุณค่า
สมควร,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงการตัดสินคุณค่าหรือความเหมาะสม
โกเมน,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ชื่อเฉพาะ ไม่ใช่คำทั่วไปในโดเมน
พระชายา,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ตำแหน่งเฉพาะในบริบทการแสดง ไม่พบบ่อยทั่วไป
โกเมน,1,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),ไม่มีคำพ้องในชุดข้อมูล
พระชายา,1,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),ไม่มีคำพ้องในชุดข้อมูล
นครศรีธรรมราช,2,คำที่มีความหมายกว้าง (Umbrella Terms),ชื่อสถานที่เฉพาะ ไม่ใช่คำกว้าง
สวามิภักดิ์,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความจงรักภักดี ความสัมพันธ์เชิงคุณค่า
โอดิสสี,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),ชื่อเฉพาะ ไม่ใช่คำนามธรรม
กุมภกรรณ,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),ชื่อเฉพาะ ไม่ใช่คำนามธรรม
ไทยจักรพรรดิ์,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ชื่อเฉพาะ ไม่ใช่คำทั่วไป
มณีพิชัย,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ชื่อเฉพาะ ไม่ใช่คำทั่วไป
ไทยจักรพรรดิ์,2,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),ไม่มีคำพ้องในชุดข้อมูล
มณีพิชัย,2,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),ไม่มีคำพ้องในชุดข้อมูล
สวามิภักดิ์,2,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),ไม่มีคำพ้องในชุดข้อมูล
นครศรีธรรมราช,2,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),ไม่มีคำพ้องในชุดข้อมูล
โอดิสสี,2,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),ไม่มีคำพ้องในชุดข้อมูล
กุมภกรรณ,2,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),ไม่มีคำพ้องในชุดข้อมูล
กรับพวง,3,คำที่มีความหมายกว้าง (Umbrella Terms),ชื่อท่ารำเฉพาะ ไม่ใช่คำกว้าง
นาฏกรรม,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แม้เกี่ยวข้องกับการแสดง แต่เป็นคำนามธรรมที่หมายถึงรูปแบบศิลปะ
พาลี,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ภาษาโบราณที่ใช้ในบริบททางศาสนาและศิลปะไทย พบบ่อยในโดเมนนี้
กรับพวง,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),ไม่มีคำพ้องในชุดข้อมูล
นาฏกรรม,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),"อาจใกล้เคียงกับ ""การแสดง"" แต่ไม่มีใน cluster เดียวกัน จึงไม่ถือว่าซ้ำ"
พาลี,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),ไม่มีคำพ้องในชุดข้อมูล
ไหล่เขา,0,คำที่มีความหมายกว้าง (Umbrella Terms),สถานที่ทั่วไป ไม่เฉพาะเจาะจง
หมู่เกาะ,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปสำหรับกลุ่มเกาะ ใช้ได้หลายบริบท
เป็นครั้งแรก,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),บ่งบอกช่วงเวลาหรือลำดับเหตุการณ์ ไม่เฉพาะด้านวัตถุประสงค์
ละครดึกดำบรรพ์,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะในบริบทนาฏศิลป์ไทยที่ใช้บ่อยจนกลายเป็นคำพื้นฐาน
ไทภูเขา,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),แม้เป็นชื่อกลุ่มชาติพันธุ์ แต่ในโดเมนนี้มักใช้ซ้ำในเชิงวัฒนธรรมทั่วไป
ชามพูวราช,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ชื่อเฉพาะที่เกิดซ้ำในโดเมนการแสดงไทย
ข่ายเพชร,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ชื่อตัวละครในละครดึกดำบรรพ์ที่พบบ่อย
สังหาร,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ใช้บ่อยในบริบทการแสดงเรื่องรามเกียรติ์ ไม่ช่วยแยกความหมายเฉพาะ
รูปนอก,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ไม่ชี้เฉพาะด้าน
งานแต่งงาน,1,คำที่มีความหมายกว้าง (Umbrella Terms),กิจกรรมทั่วไปที่พบได้ในหลายบริบทวัฒนธรรม
สิ่งชั่วร้าย,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรมเกี่ยวกับศีลธรรม
พระลักษมณ์,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),ตัวแทนเชิงสัญลักษณ์ของความดีในวรรณกรรม
ความสำนึก,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรมเกี่ยวกับจิตสำนึกทางวัฒนธรรม
คุณค่า,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คำประเมินค่าเชิงนามธรรมที่ใช้ทั่วไป
รามสูร,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะในละครดึกดำบรรพ์ที่ใช้บ่อยในโดเมนนี้
ปราสาทพระขรรค์,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),สัญลักษณ์ในวรรณกรรมที่ปรากฏซ้ำในบริบทการแสดง
เพลงไทย,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำกว้างในโดเมนดนตรีไทยที่ใช้บ่อยเกินไป
จารึก,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำที่พบบ่อยในบริบทโบราณคดีและวัฒนธรรม
เขาสัตภัณฑ์,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),พ้องความหมายกับสถานที่ในวรรณกรรม เช่น ภูเขาหรือป่าหิมพานต์ ซึ่งมีความหมายซ้อนทับกับ `ไหล่เขา` และ `หมู่เกาะ` ในเชิงสัญลักษณ์
เพลงไทย,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),อาจซ้ำซ้อนกับคำอื่นในกลุ่มดนตรีพื้นบ้านหากไม่มีการจำกัดบริบทเพิ่มเติม
ดินแดน,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้เรียกพื้นที่ทางภูมิศาสตร์ ไม่เฉพาะเจาะจง
รำเดี่ยว,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),รูปแบบการรำพื้นฐานในนาฏศิลป์ไทย พบบ่อยจนไม่ช่วยแยกความหมาย
กระบวนท่ารำ,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะทางนาฏศิลป์ที่ใช้ทั่วไปในโดเมน
แม่ไม้มวย,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ศัพท์เทคนิคในมวยไทยที่ใช้บ่อยในบริบทศิลปะการต่อสู้
รำพัด,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),อุปกรณ์ในการแสดงที่พบบ่อยในนาฏศิลป์ไทย
เชิงมวย,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะทางที่เกี่ยวข้องกับท่าทางการต่อสู้ในบริบทศิลปะ
ค่านิยม,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรมเกี่ยวกับหลักความเชื่อหรือหลักปฏิบัติ
ความคล่องแคล่ว,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คุณลักษณะเชิงนามธรรมที่ประเมินทักษะทางร่างกาย
แก้แค้น,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แรงจูงใจเชิงนามธรรมในเรื่องราวหรือการแสดง
จุดไฟ,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),การกระทำที่มักปรากฏในพิธีกรรมหรือการแสดง ใช้บ่อยจนไม่เฉพาะเจาะจง
เพลงอัตราจังหวะสองชั้น,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะทางดนตรีที่ใช้บ่อยในบริบทการแสดง
หนุมาน,1,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),ชื่อตัวละครที่มีความเฉพาะตัว แต่ในที่นี้อาจซ้ำซ้อนกับบริบทของตัวละครในละครหรือการแสดง (เนื่องจากมีเพียงคำเดียวในกลุ่มนี้ที่เป็นชื่อเฉพาะ จึงไม่มีพ้องโดยตรง)
กลุ่มชน,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปสำหรับกลุ่มคน ไม่เฉพาะเจาะจง
